SERIES,INCHIKEY,ISOSMILES,MULTIPLET,FRAGMENTS,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,REOS_violations,DL_score,SA_score,RMSD
50502,MOZWWPFOPABHBC-UHFFFAOYSA-N,Nc1ccc(NC(=O)CCC(=O)N=NC=C2C(=O)Nc3ccccc32)cc1,"(pose_E325_0719_025, pose_H241_0900_019)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1ccc(N)c([19*])c1.[9*]=CN=NC(=O)CCC(=O)N[13*],363.377,2.96,5,3,4,0.429,0,126.01,0.81,0.784,0.829,0.361,0.353,0.211,0.327,0.116,0.078,0.517,0.566,0.603,0.158,0.922,0.996,0.013,0.067,0.894,0.095,0.016,0.223,0.011,0.733,0.29,0.501,0.171,0.041,0.593,0.116,0.686,0.753,-5.238,33.184,-0.211,24.708,-12.213,2.602,1.946,76.383,-5.755,-3.859,56.844,61.187,59.112,77.259,63.804,37.611,22.489,79.837,94.921,54.246,55.797,78.596,76.037,64.327,83.831,52.695,57.891,52.811,82.745,93.059,61.342,84.413,49.632,54.789,80.38,98.953,72.431,46.607,82.629,61.652,48.468,66.266,83.637,92.865,71.423,88.949,77.356,74.447,75.145,34.742,46.917,28.461,71.307,26.328,54.944,59.131,51.144,6.902,12.524,0,0.871,2.744,0.34
48139,KNIXRCIUGDPHJS-UHFFFAOYSA-N,O=C(CS(=O)(=O)Cc1cc(C(=O)O)ccc1Cl)N=C1C(=O)Nc2ccccc21,"(pose_E325_0719_017, pose_H241_0881_020)",[1*]c1ccc2c(c1)C(=[9*])C(=O)N2.[13*]c1cc(C(=O)O)ccc1Cl.[9*]=NC(=O)CS(=O)(=O)C[13*],420.83,1.921,5,2,4,0.759,0,129.97,0.107,0.524,0.854,0.099,0.183,0.495,0.214,0.02,0.072,0.196,0.1,0.498,0.231,0.97,0.901,0.018,0.049,0.046,0.013,0.013,0.107,0.078,0.093,0.133,0.143,0.025,0.019,0.074,0.024,0.354,0.11,-5.182,16.131,-13.749,53.395,-11.346,2.378,-0.39,79.159,-4.361,-4.12,69.95,44.475,59.112,60.857,63.804,83.404,22.489,80.535,35.052,32.299,61.38,59.868,61.031,93.059,76.968,14.269,56.611,23.226,55.409,88.755,69.562,94.765,25.902,64.366,72.237,59.713,41.528,42.885,58.705,88.833,12.99,55.021,52.617,71.501,56.766,59.325,51.764,42.226,31.369,37.611,29.159,13.106,88.096,32.997,40.481,20.744,55.603,24.699,11.516,0,0.864,2.731,0.34
32134,ZJMNLQURWBHBGC-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CCNC(=O)OCc3c[nH]nn3)nc12,"(pose_E325_0693_017, pose_H241_0929_023)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CCNC(=O)OC[15*],328.332,1.352,6,3,4,0.586,0,125.65,0.8,0.911,0.926,0.389,0.359,0.256,0.12,0.089,0.044,0.358,0.149,0.11,0.181,0.942,1.0,0.004,0.002,0.47,0.011,0.004,0.055,0.008,0.575,0.224,0.197,0.038,0.036,0.02,0.112,0.354,0.103,-5.436,44.285,16.706,-22.835,-16.199,2.194,0.5,75.714,-2.556,-8.154,48.74,36.952,69.504,77.259,63.804,59.015,22.489,79.76,94.688,69.058,82.125,79.643,76.541,71.966,68.399,45.793,48.468,37.767,61.497,40.675,64.056,87.476,83.986,26.25,6.126,92.245,38.736,20.124,29.74,58.511,37.65,62.854,60.954,76.929,68.748,41.76,77.007,42.226,30.283,25.863,57.425,48.856,6.708,6.359,29.624,34.432,50.446,59.752,2.753,0,0.907,2.946,0.34
45613,SUDJEOUUSUJUFD-UHFFFAOYSA-N,N#Cc1cccc(CC(NC(=O)COc2ccc(Cl)cc2)C(=O)NCCO)c1,"(pose_E325_0707_021, pose_H241_0874_03)",[1*]c1ccc(Cl)cc1.[9*]c1cc([13*])cc(C#N)c1.[1*]OCC(=O)NC(C[13*])C(=O)NCCO,401.85,1.426,5,3,4,0.588,1,111.45,0.096,0.213,0.848,0.185,0.588,0.23,0.199,0.142,0.094,0.749,0.726,0.491,0.091,0.659,0.993,0.017,0.022,0.042,0.045,0.007,0.03,0.034,0.765,0.244,0.07,0.002,0.013,0.062,0.021,0.168,0.468,-5.356,53.012,16.575,39.44,-13.981,2.363,1.439,72.583,-3.501,-0.092,65.646,37.922,59.112,77.259,63.804,59.131,54.808,73.788,32.454,13.377,60.45,68.941,87.476,67.817,75.727,57.697,61.187,80.341,88.406,88.057,48.895,62.815,44.824,62.776,48.042,58.085,58.899,27.181,12.602,78.945,50.911,63.707,36.216,34.316,48.197,56.417,49.554,16.208,61.807,28.926,64.87,48.623,82.202,14.192,39.628,49.554,46.724,41.062,35.789,1,0.879,2.519,0.34
42822,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_021, pose_H241_0929_023)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.34
33350,ONRQMLYQEBKTBE-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CC(O)CNC(=O)COc3c[nH]nn3)nc12,"(pose_E325_0693_09, pose_H241_0929_04)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CC(O)CNC(=O)CO[15*],358.358,-0.018,7,4,4,0.414,1,145.88,0.365,0.418,0.83,0.039,0.084,0.25,0.049,0.047,0.021,0.266,0.032,0.129,0.103,0.831,0.998,0.004,0.003,0.093,0.008,0.001,0.019,0.006,0.246,0.213,0.057,0.002,0.029,0.009,0.013,0.223,0.135,-5.712,24.008,14.215,-40.969,-18.167,2.182,0.013,77.781,-2.934,-7.098,55.409,22.489,77.356,86.022,63.804,35.673,54.808,83.908,73.052,25.514,56.029,49.05,46.724,71.307,53.703,32.377,36.487,29.818,42.071,45.017,51.687,74.603,60.915,28.461,8.375,70.609,36.177,7.677,6.359,52.966,23.226,62.272,33.075,30.167,64.831,32.61,41.915,24.079,34.742,18.03,36.836,45.366,1.435,3.645,28.848,26.677,53.393,51.997,4.226,0,0.893,3.559,0.34
11906,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_020, pose_H241_0874_06)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.34
12396,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_023, pose_H241_0874_06)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.34
12653,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_023, pose_H241_0940_01)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.34
35588,SCUPRLCBMWKUBX-UHFFFAOYSA-N,Cc1cc(N)nc(OCC(=O)NC(CO)Cc2cccc(C#N)c2)c1,"(pose_E325_0695_019, pose_H241_0874_014)",[1*]c1cc(C)cc(N)n1.[10*]c1cc([14*])cc(C#N)c1.[1*]OCC(=O)NC(C[10*])CO,340.383,0.942,6,3,4,0.69,1,121.26,0.154,0.678,0.928,0.078,0.244,0.177,0.097,0.119,0.025,0.533,0.306,0.286,0.227,0.623,0.999,0.011,0.031,0.086,0.03,0.004,0.031,0.004,0.831,0.09,0.031,0.003,0.002,0.018,0.01,0.109,0.524,-5.231,58.681,16.149,7.484,-15.293,2.153,1.549,69.474,-3.733,-0.829,51.648,32.377,69.504,77.259,63.804,73.013,54.808,78.48,44.591,44.746,82.59,57.076,68.05,56.999,64.715,53.432,39.007,54.44,72.664,70.725,69.174,60.915,69.446,51.958,60.372,69.135,52.811,19.038,13.028,45.211,57.774,50.058,21.908,37.96,18.728,40.403,37.805,6.747,65.18,35.207,69.523,47.693,50.601,8.724,27.763,51.338,42.924,36.836,29.508,0,0.866,2.94,0.34
2124,WENGCTKRNRQNFC-UHFFFAOYSA-N,O=C(CS(=O)(=O)Cc1cc(C(=O)O)ccc1Cl)N=C1CCOCC1,"(pose_E325_0651_020, pose_H241_0881_03)",[1*]=C1CCOCC1=[4*].[9*]c1cc(C(=O)O)ccc1Cl.[1*]=NC(=O)CS(=O)(=O)C[9*],373.814,1.731,5,1,4,0.841,0,110.1,0.083,0.538,0.882,0.008,0.136,0.306,0.048,0.013,0.009,0.216,0.025,0.342,0.09,0.955,0.913,0.011,0.024,0.004,0.006,0.009,0.07,0.048,0.139,0.056,0.107,0.008,0.013,0.009,0.009,0.379,0.011,-5.213,2.131,-19.44,18.322,-11.663,1.775,-1.489,66.183,-2.68,-1.344,59.248,41.644,59.112,36.681,63.804,93.99,22.489,73.013,29.469,32.842,68.282,30.748,54.827,78.907,53.354,7.096,22.993,25.281,40.093,77.278,48.468,90.268,27.104,50.717,50.019,22.024,32.803,34.044,39.744,82.784,16.557,44.436,46.685,53.005,49.515,32.571,36.797,45.056,8.724,36.177,16.518,9.461,65.335,30.089,12.136,8.802,38.852,57.348,25.863,0,0.859,2.883,0.34
32132,YSJWWWLQTQALJA-UHFFFAOYSA-N,CC(=O)c1cccc2[nH]c(CCNC(=O)COc3c[nH]nn3)nc12,"(pose_E325_0693_017, pose_H241_0929_020)",[1*]c1cc(C(C)=O)c2nc([8*])[nH]c2c1.[15*]c1cn([19*])nn1.[8*]CCNC(=O)CO[15*],328.332,0.621,6,3,4,0.546,0,125.65,0.569,0.738,0.886,0.218,0.192,0.272,0.079,0.109,0.035,0.411,0.092,0.086,0.109,0.879,1.0,0.004,0.004,0.25,0.014,0.005,0.045,0.009,0.519,0.249,0.097,0.01,0.05,0.011,0.029,0.384,0.161,-5.517,50.895,16.219,-38.686,-15.689,1.975,0.323,80.882,-3.165,-11.079,48.74,29.042,69.504,77.259,63.804,53.664,22.489,79.76,86.506,49.826,69.213,71.152,62.427,74.331,61.729,51.221,44.785,43.001,54.207,33.152,53.199,79.062,74.486,28.383,9.849,84.955,41.877,21.753,22.761,58.705,35.13,63.94,43.35,56.262,74.952,33.889,55.332,45.715,38.387,22.644,62.776,47.732,1.59,7.639,18.883,31.563,57.58,47.344,0.853,0,0.925,2.95,0.34
11438,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_02, pose_H241_0874_020)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[12*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.34
35593,VXFGIUJMGXSYQP-UHFFFAOYSA-N,Cc1cc(N)nc(OCC(O)C(O)C(O)Cc2cccc(C#N)c2)c1,"(pose_E325_0695_019, pose_H241_0874_03)",[1*]c1cc(C)cc(N)n1.[10*]c1cc([14*])cc(C#N)c1.[1*]OCC(O)C(O)C(O)C[14*],343.383,0.548,7,4,4,0.577,3,132.62,0.111,0.491,0.871,0.062,0.318,0.149,0.171,0.159,0.047,0.554,0.254,0.228,0.201,0.463,0.997,0.014,0.027,0.211,0.109,0.014,0.041,0.011,0.791,0.14,0.037,0.005,0.005,0.064,0.031,0.07,0.619,-5.349,47.973,2.441,6.276,-14.8,2.677,0.676,62.785,-3.106,2.515,52.268,28.461,77.356,86.022,63.804,57.619,75.436,81.039,36.022,30.128,65.064,54.362,73.633,50.291,73.788,60.178,49.438,56.262,69.484,62.97,66.654,52.036,53.47,57.231,54.517,82.435,74.37,44.164,19.698,61.962,53.16,55.642,25.01,44.281,31.873,56.96,56.146,2.016,69.019,29.197,60.605,31.369,48.43,10.198,60.45,36.914,34.238,48.701,57.774,0,0.867,3.626,0.34
19125,IASLAAJRDAWQNX-UHFFFAOYSA-N,Nc1ncnc2[nH]c(OCCCC=Cc3c[nH]nn3)cc12,"(pose_E325_0676_09, pose_H241_0929_09)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cn([18*])nn1.[4*]OCCCC=C[14*],285.311,1.531,6,3,4,0.591,0,118.39,0.724,0.772,0.855,0.363,0.178,0.11,0.05,0.108,0.068,0.259,0.23,0.18,0.18,0.913,0.999,0.004,0.009,0.532,0.052,0.031,0.228,0.008,0.373,0.051,0.185,0.124,0.059,0.041,0.159,0.469,0.299,-5.53,37.884,8.248,-30.49,-14.351,2.623,1.982,92.27,-3.183,-7.435,36.177,39.007,69.504,77.259,63.804,59.325,22.489,77.278,92.749,53.121,61.613,78.674,60.527,39.007,53.858,51.066,55.603,29.236,68.205,55.06,63.862,83.172,67.507,29.391,23.071,93.486,61.691,65.297,83.172,57.968,28.577,42.73,59.209,90.461,77.394,51.493,81.698,54.827,50.756,22.412,51.493,38.387,3.18,12.253,56.262,59.674,77.627,47.034,3.528,0,0.86,3.599,0.34
40081,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_010, pose_H241_0929_023)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.34
55412,FHUPLVQNBWTTEZ-UHFFFAOYSA-N,Cc1csc(COP(=O)(O)OC(=O)Cc2c[nH]nn2)c1,"(pose_E325_0744_011, pose_H241_0940_020)",[1*]c1cn([5*])nn1.[8*]c1sc([12*])c(C)c1[16*].[1*]CC(=O)OP(=O)(O)OC[8*],317.263,1.578,7,2,4,0.777,1,114.4,0.086,0.758,0.825,0.03,0.229,0.292,0.061,0.038,0.062,0.264,0.068,0.052,0.264,0.832,0.988,0.004,0.009,0.07,0.012,0.023,0.085,0.003,0.236,0.021,0.066,0.004,0.005,0.012,0.031,0.423,0.011,-5.237,37.371,16.61,-20.379,-11.896,3.412,0.678,80.112,-1.534,-3.007,46.103,39.977,77.356,60.857,63.804,85.731,54.808,75.262,30.632,51.842,55.099,46.181,66.77,77.084,56.96,26.871,54.168,29.663,50.64,21.093,73.245,74.641,40.403,28.538,23.885,66.188,40.52,57.425,48.43,43.234,22.8,32.222,35.363,43.505,30.089,35.401,56.921,50.368,8.918,34.82,51.144,48.623,7.988,28.577,90.927,36.914,56.766,75.843,16.518,0,0.876,4.06,0.34
11836,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_02, pose_H241_0940_08)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.35
19535,CIDLTESXQOKHCC-UHFFFAOYSA-N,Cc1c(OCCCNCc2c[nH]nn2)[nH]c2ccc(O)cc12,"(pose_E325_0677_016, pose_H241_0929_023)",[1*]c1c(C)c2cc(O)ccc2n1[12*].[14*]c1cn([18*])nn1.[1*]OCCCNC[14*],301.35,1.859,5,4,4,0.499,0,98.85,0.651,0.497,0.793,0.796,0.235,0.122,0.093,0.504,0.145,0.55,0.294,0.113,0.115,0.466,0.999,0.007,0.005,0.496,0.014,0.042,0.097,0.012,0.517,0.134,0.112,0.062,0.077,0.075,0.158,0.576,0.467,-5.791,75.449,13.126,-15.118,-12.456,2.369,1.142,82.301,-2.398,-2.171,40.791,43.428,59.112,86.022,63.804,46.917,22.489,66.537,90.423,30.554,49.864,92.09,67.274,42.42,64.25,86.157,68.476,55.874,71.85,41.489,54.44,52.152,72.121,40.675,13.455,92.904,41.954,72.547,53.974,63.474,34.975,55.099,47.421,82.358,81.504,59.636,81.504,64.521,61.729,15.859,80.225,43.971,12.485,24.699,39.938,44.668,59.403,62.35,20.124,0,0.861,3.147,0.35
18593,ZLUYIVRJTYJVNI-UHFFFAOYSA-L,Nc1ncnc2c1ccn2COP(=O)([O-])OP(=O)([O-])OCc1cccc(CCO)c1,"(pose_E325_0676_023, pose_H241_0916_06)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cccc(CCO)c1.[6*]COP(=O)([O-])OP(=O)([O-])OC[14*],456.288,0.693,12,2,3,0.409,2,184.91,0.109,0.757,0.763,0.008,0.111,0.329,0.069,0.075,0.131,0.364,0.081,0.173,0.174,0.796,0.943,0.007,0.022,0.138,0.101,0.017,0.193,0.001,0.469,0.081,0.05,0.001,0.002,0.027,0.007,0.096,0.574,-5.632,19.231,24.081,20.133,-13.878,3.139,1.309,76.306,-1.078,0.66,76.425,29.779,92.323,60.857,20.919,34.858,68.864,89.647,35.595,51.842,44.668,30.71,51.648,81.272,59.131,41.605,67.119,38.348,52.579,53.625,63.28,71.152,29.624,38.891,48.507,76.154,73.245,48.585,78.907,23.575,32.687,48.662,30.361,28.422,14.385,45.677,32.765,5.002,67.507,19.891,32.144,56.727,67.158,14.734,84.529,47.499,51.105,82.28,42.381,2,0.863,4.228,0.35
44505,QFFQMIRVLYZKLM-LLVKDONJSA-L,O=C1[C@H](Cl)C=NCN1COP(=O)([O-])OP(=O)([O-])OCc1ccc(Cl)cc1,"(pose_E325_0707_012, pose_H241_0937_021)",[1*]c1ccc(Cl)cc1.[9*]C1=NCN([14*])C(=O)[C@@H]1Cl.[1*]COP(=O)([O-])OP(=O)([O-])OC[14*],445.088,1.262,9,0,4,0.43,3,140.62,0.311,0.874,0.834,0.112,0.571,0.228,0.157,0.109,0.462,0.612,0.266,0.339,0.107,0.554,0.976,0.015,0.041,0.054,0.081,0.05,0.285,0.012,0.849,0.217,0.334,0.013,0.01,0.087,0.022,0.411,0.239,-5.338,42.458,12.536,10.605,-8.512,3.463,2.224,78.39,-1.912,1.664,74.525,35.595,86.254,11.768,63.804,37.805,75.436,82.881,67.158,64.056,57.309,61.768,86.623,67.197,72.664,51.221,84.8,61.923,70.415,76.929,52.889,56.844,34.858,58.744,68.05,62.389,69.562,77.084,87.631,63.94,59.403,62.505,73.672,61.303,43.273,61.691,50.407,48.623,46.142,29.818,55.797,43.195,55.06,61.342,91.935,64.56,54.401,70.764,51.454,0,0.859,4.97,0.35
