SERIES,INCHIKEY,ISOSMILES,MULTIPLET,FRAGMENTS,molecular_weight,logP,hydrogen_bond_acceptors,hydrogen_bond_donors,Lipinski,QED,stereo_centers,tpsa,AMES,BBB_Martins,Bioavailability_Ma,CYP1A2_Veith,CYP2C19_Veith,CYP2C9_Substrate_CarbonMangels,CYP2C9_Veith,CYP2D6_Substrate_CarbonMangels,CYP2D6_Veith,CYP3A4_Substrate_CarbonMangels,CYP3A4_Veith,Carcinogens_Lagunin,ClinTox,DILI,HIA_Hou,NR-AR-LBD,NR-AR,NR-AhR,NR-Aromatase,NR-ER-LBD,NR-ER,NR-PPAR-gamma,PAMPA_NCATS,Pgp_Broccatelli,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,Skin_Reaction,hERG,Caco2_Wang,Clearance_Hepatocyte_AZ,Clearance_Microsome_AZ,Half_Life_Obach,HydrationFreeEnergy_FreeSolv,LD50_Zhu,Lipophilicity_AstraZeneca,PPBR_AZ,Solubility_AqSolDB,VDss_Lombardo,molecular_weight_drugbank_approved_percentile,logP_drugbank_approved_percentile,hydrogen_bond_acceptors_drugbank_approved_percentile,hydrogen_bond_donors_drugbank_approved_percentile,Lipinski_drugbank_approved_percentile,QED_drugbank_approved_percentile,stereo_centers_drugbank_approved_percentile,tpsa_drugbank_approved_percentile,AMES_drugbank_approved_percentile,BBB_Martins_drugbank_approved_percentile,Bioavailability_Ma_drugbank_approved_percentile,CYP1A2_Veith_drugbank_approved_percentile,CYP2C19_Veith_drugbank_approved_percentile,CYP2C9_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2C9_Veith_drugbank_approved_percentile,CYP2D6_Substrate_CarbonMangels_drugbank_approved_percentile,CYP2D6_Veith_drugbank_approved_percentile,CYP3A4_Substrate_CarbonMangels_drugbank_approved_percentile,CYP3A4_Veith_drugbank_approved_percentile,Carcinogens_Lagunin_drugbank_approved_percentile,ClinTox_drugbank_approved_percentile,DILI_drugbank_approved_percentile,HIA_Hou_drugbank_approved_percentile,NR-AR-LBD_drugbank_approved_percentile,NR-AR_drugbank_approved_percentile,NR-AhR_drugbank_approved_percentile,NR-Aromatase_drugbank_approved_percentile,NR-ER-LBD_drugbank_approved_percentile,NR-ER_drugbank_approved_percentile,NR-PPAR-gamma_drugbank_approved_percentile,PAMPA_NCATS_drugbank_approved_percentile,Pgp_Broccatelli_drugbank_approved_percentile,SR-ARE_drugbank_approved_percentile,SR-ATAD5_drugbank_approved_percentile,SR-HSE_drugbank_approved_percentile,SR-MMP_drugbank_approved_percentile,SR-p53_drugbank_approved_percentile,Skin_Reaction_drugbank_approved_percentile,hERG_drugbank_approved_percentile,Caco2_Wang_drugbank_approved_percentile,Clearance_Hepatocyte_AZ_drugbank_approved_percentile,Clearance_Microsome_AZ_drugbank_approved_percentile,Half_Life_Obach_drugbank_approved_percentile,HydrationFreeEnergy_FreeSolv_drugbank_approved_percentile,LD50_Zhu_drugbank_approved_percentile,Lipophilicity_AstraZeneca_drugbank_approved_percentile,PPBR_AZ_drugbank_approved_percentile,Solubility_AqSolDB_drugbank_approved_percentile,VDss_Lombardo_drugbank_approved_percentile,REOS_violations,DL_score,SA_score,RMSD
55430,HYAUHBNJSWRCDX-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1CSCCCc1c[nH]nn1,"(pose_E325_0744_011, pose_H241_0941_016)",[1*]c1cn([5*])nn1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]CCCSC[13*],289.364,1.771,5,2,4,0.678,0,79.36,0.413,0.795,0.841,0.356,0.207,0.206,0.077,0.151,0.076,0.471,0.255,0.064,0.315,0.778,0.999,0.004,0.003,0.19,0.018,0.008,0.076,0.022,0.49,0.116,0.101,0.021,0.073,0.013,0.034,0.702,0.314,-5.485,56.526,27.015,-32.476,-12.468,1.855,0.847,75.684,-2.694,-16.759,37.34,42.071,59.112,60.857,63.804,71.307,22.489,53.044,77.2,55.138,58.86,78.48,64.25,63.746,60.876,59.209,57.387,48.74,69.717,25.436,77.394,69.756,69.794,29.43,8.026,81.039,45.522,29.508,43.156,72.47,33.928,53.393,44.242,68.282,80.613,36.448,58.589,76.076,51.958,23.808,67.817,59.325,2.675,24.661,14.347,39.822,50.446,56.999,0.233,0,0.872,3.179,0.37
55430,MPOWWUHENJHERU-UHFFFAOYSA-N,O=c1[nH]c2ccccc2n1OCCC(O)COc1c[nH]nn1,"(pose_E325_0744_011, pose_H241_0941_016)",[1*]c1cn([5*])nn1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]OCC(O)CCO[8*],305.294,-0.294,7,3,4,0.552,1,118.05,0.378,0.429,0.86,0.157,0.116,0.322,0.088,0.099,0.016,0.247,0.033,0.131,0.246,0.899,0.999,0.002,0.004,0.2,0.015,0.004,0.03,0.011,0.262,0.063,0.034,0.005,0.031,0.011,0.026,0.303,0.266,-5.156,11.597,-23.004,-36.037,-17.55,2.117,-0.117,78.998,-2.695,-3.394,42.148,19.969,77.356,77.259,63.804,54.789,54.808,76.619,74.137,26.018,62.389,66.731,52.346,80.496,63.435,48.468,31.214,28.034,42.536,45.289,71.501,81.078,62.699,14.385,10.392,81.737,42.846,17.681,12.602,62.931,24.04,45.87,23.614,44.32,65.956,35.091,53.199,35.673,48.313,39.318,24.273,7.173,2.016,4.188,25.785,24.312,55.448,56.96,14.851,0,0.875,3.748,0.37
12154,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_022, pose_H241_0874_01)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.37
13277,ZTTZGVNWMPKQSK-LBPRGKRZSA-N,Cc1cscc1C(=O)NCC(=O)NCC[C@H]1C=CNCC1,"(pose_E325_0657_07, pose_H241_0940_011)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].*C(C(=O)NCC[1*])N(*)C([16*])=O,307.419,1.416,4,3,4,0.744,1,70.23,0.236,0.821,0.827,0.103,0.283,0.181,0.035,0.229,0.098,0.579,0.413,0.233,0.108,0.38,0.999,0.022,0.031,0.05,0.029,0.02,0.211,0.007,0.766,0.05,0.191,0.009,0.047,0.02,0.025,0.708,0.235,-5.399,70.812,22.887,8.807,-11.222,2.671,0.749,57.713,-1.867,-2.78,42.807,37.767,46.472,77.259,63.804,81.233,54.808,46.53,58.007,57.852,55.525,60.566,71.19,58.278,48.817,69.174,61.729,58.317,76.968,63.707,52.889,46.142,63.242,68.592,59.674,61.07,52.152,53.354,81.155,55.138,50.911,42.381,60.101,53.703,73.866,41.644,52.734,76.774,45.832,27.181,77.433,55.797,52.385,34.044,60.256,37.805,29.43,71.307,17.332,0,0.855,3.64,0.37
54864,DTMGTXPVYRLOOO-UHFFFAOYSA-N,O=C(CSCc1c[nH]nn1)NCn1c(=O)[nH]c2ccccc21,"(pose_E325_0744_01, pose_H241_0941_020)",[1*]c1cn([5*])nn1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]CSCC(=O)NC[13*],318.362,0.455,6,3,4,0.612,0,108.46,0.371,0.716,0.788,0.169,0.249,0.275,0.089,0.09,0.031,0.384,0.277,0.051,0.109,0.899,0.998,0.005,0.002,0.247,0.008,0.007,0.073,0.015,0.237,0.053,0.1,0.01,0.062,0.008,0.036,0.669,0.116,-5.616,26.777,15.399,-19.266,-16.245,1.914,-0.03,66.03,-2.459,-11.149,46.452,27.608,69.504,77.259,63.804,61.807,22.489,72.315,73.556,47.654,48.817,67.662,68.554,74.603,63.552,46.258,42.73,40.442,71.074,20.783,53.16,81.078,58.821,31.33,6.282,84.684,35.867,28.073,40.985,67.197,22.877,43.66,44.126,55.487,78.17,31.912,59.791,72.935,32.222,20.357,40.248,46.956,8.763,6.32,16.906,25.746,38.581,61.613,0.814,0,0.869,3.057,0.37
13022,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0874_011)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[12*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.37
2282,ZBDWHUVIFXFABC-UHFFFAOYSA-N,Cc1csc(CS(=O)(=O)CC(=O)N=C2CCOCC2)c1,"(pose_E325_0651_020, pose_H241_0940_01)",[1*]=C1CCOCC1=[4*].[9*]c1sc([13*])c(C)c1[17*].[1*]=NC(=O)CS(=O)(=O)C[9*],315.416,1.749,5,0,4,0.848,0,72.8,0.193,0.975,0.863,0.212,0.718,0.56,0.125,0.118,0.014,0.722,0.154,0.215,0.071,0.877,1.0,0.011,0.017,0.005,0.025,0.013,0.133,0.054,0.965,0.183,0.21,0.019,0.024,0.017,0.02,0.598,0.08,-4.834,37.263,-8.971,32.108,-10.201,2.025,0.28,62.744,-2.717,1.829,45.56,41.799,59.112,11.768,63.804,94.843,22.489,48.042,50.95,83.637,63.048,70.648,91.896,95.58,68.98,53.276,30.128,76.27,62.001,60.876,43.428,78.558,75.456,51.842,39.783,25.824,49.67,41.993,66.421,84.839,85.421,60.023,62.815,66.693,60.566,39.667,48.585,66.382,27.026,58.86,51.144,17.449,77.162,44.32,20.938,31.059,34.199,56.495,52.579,0,0.851,3.269,0.37
19101,ZLUYIVRJTYJVNI-UHFFFAOYSA-L,Nc1ncnc2c1ccn2COP(=O)([O-])OP(=O)([O-])OCc1cccc(CCO)c1,"(pose_E325_0676_09, pose_H241_0916_04)",[1*]c1c([4*])n([6*])c2ncnc(N)c12.[14*]c1cccc(CCO)c1.[6*]COP(=O)([O-])OP(=O)([O-])OC[14*],456.288,0.693,12,2,3,0.409,2,184.91,0.109,0.757,0.763,0.008,0.111,0.329,0.069,0.075,0.131,0.364,0.081,0.173,0.174,0.796,0.943,0.007,0.022,0.138,0.101,0.017,0.193,0.001,0.469,0.081,0.05,0.001,0.002,0.027,0.007,0.096,0.574,-5.632,19.231,24.081,20.133,-13.878,3.139,1.309,76.306,-1.078,0.66,76.425,29.779,92.323,60.857,20.919,34.858,68.864,89.647,35.595,51.842,44.668,30.71,51.648,81.272,59.131,41.605,67.119,38.348,52.579,53.625,63.28,71.152,29.624,38.891,48.507,76.154,73.245,48.585,78.907,23.575,32.687,48.662,30.361,28.422,14.385,45.677,32.765,5.002,67.507,19.891,32.144,56.727,67.158,14.734,84.529,47.499,51.105,82.28,42.381,2,0.863,4.228,0.37
43761,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_07, pose_H241_0929_02)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.37
55169,JLUFPSGNXHKGTN-UHFFFAOYSA-N,CN1C(=O)CC(=O)Nc2cc(OCC(=O)NCCCc3c[nH]nn3)ccc21,"(pose_E325_0744_011, pose_H241_0907_014)",[1*]c1cn([5*])nn1.[8*]c1ccc2c(c1)N([16*])C(=O)C(=[20*])C(=O)N2C.[1*]CCCNC(=O)CO[8*],372.385,0.237,6,3,4,0.471,0,129.31,0.488,0.629,0.815,0.039,0.059,0.127,0.094,0.089,0.024,0.423,0.077,0.214,0.203,0.852,0.973,0.009,0.013,0.041,0.006,0.008,0.084,0.005,0.166,0.164,0.084,0.019,0.016,0.024,0.119,0.408,0.379,-5.75,60.599,1.684,-2.608,-14.621,2.412,0.376,71.974,-3.25,1.572,58.938,25.785,69.504,77.259,63.804,43.35,22.489,80.264,81.737,40.364,53.432,49.36,40.791,44.009,64.405,45.793,38.503,44.087,52.152,60.566,66.964,76.386,34.083,43.932,31.02,57.774,32.144,29.701,48.042,49.826,17.953,58.55,39.938,67.003,53.16,44.009,77.705,48.275,57.115,16.712,70.958,30.516,31.795,11.167,42.613,32.687,46.142,45.638,50.523,0,0.858,2.936,0.37
13289,RZBISFRQCSUTDV-LBPRGKRZSA-N,O=C(NCC[C@H]1C=CNCC1)OCn1c(=O)[nH]c2ccccc21,"(pose_E325_0657_07, pose_H241_0941_01)",[1*][C@H]1C=CNCC1.[8*]n1c(=O)n([13*])c2ccccc21.[1*]CCNC(=O)OC[13*],316.361,1.527,5,3,4,0.78,1,88.15,0.445,0.952,0.766,0.268,0.447,0.246,0.142,0.251,0.215,0.589,0.495,0.084,0.151,0.626,1.0,0.007,0.009,0.554,0.041,0.007,0.148,0.006,0.603,0.286,0.263,0.026,0.111,0.03,0.042,0.49,0.538,-4.997,23.475,2.154,-25.129,-14.337,2.687,0.811,73.405,-2.612,-7.291,45.87,38.93,59.112,77.259,63.804,86.119,54.808,59.325,79.178,76.735,45.095,74.254,81.621,70.803,70.919,70.686,74.603,59.442,79.798,32.648,60.333,60.915,85.111,40.364,23.653,93.757,57.697,28.771,70.105,54.478,39.667,66.033,67.584,72.043,85.77,47.693,62.582,56.844,65.878,49.128,36.254,31.02,5.428,12.33,60.838,39.124,47.615,58.589,3.722,0,0.878,3.511,0.38
13028,ZCYYZOXHEXFCFW-LBPRGKRZSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OC[C@H]2C=CNCC2)c1,"(pose_E325_0657_07, pose_H241_0874_03)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]COP(=O)([O-])OP(=O)([O-])OC[12*],386.237,1.168,9,1,4,0.651,3,143.77,0.079,0.718,0.84,0.016,0.199,0.219,0.03,0.253,0.164,0.492,0.227,0.18,0.073,0.356,0.964,0.005,0.044,0.073,0.035,0.028,0.157,0.002,0.771,0.08,0.022,0.002,0.002,0.02,0.004,0.201,0.316,-5.388,29.782,-3.746,15.859,-9.076,4.573,0.833,65.422,-1.431,3.67,61.962,34.742,86.254,36.681,63.804,67.119,75.436,83.598,28.306,47.926,58.589,38.891,63.707,65.801,47.111,70.88,70.337,50.601,68.011,55.021,44.203,44.009,32.299,33.191,69.872,66.886,55.176,62.931,72.082,34.742,51.377,48.507,17.798,29.779,16.053,42.032,24.816,20.551,52.036,27.491,43.893,23.653,62.195,56.068,99.612,39.473,37.767,77.239,65.917,0,0.871,4.864,0.38
42001,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_019, pose_H241_0929_09)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.38
42824,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_021, pose_H241_0929_04)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.38
52697,AAGQZDPECKRNHO-UHFFFAOYSA-N,O=C(COc1c[nH]nn1)NCC(F)(F)c1ccccc1O,"(pose_E325_0727_016, pose_H241_0929_09)",[1*]c1cccc([7*])c1O.[10*]c1cn([14*])nn1.[7*]C(F)(F)CNC(=O)CO[10*],298.249,0.797,5,3,4,0.732,0,100.13,0.346,0.854,0.91,0.125,0.316,0.324,0.052,0.136,0.01,0.38,0.159,0.373,0.039,0.621,1.0,0.002,0.002,0.015,0.018,0.01,0.034,0.009,0.427,0.102,0.104,0.003,0.017,0.022,0.007,0.477,0.065,-5.324,102.88,27.629,-40.57,-14.526,2.622,0.607,70.403,-2.777,-12.887,39.822,30.748,59.112,77.259,63.804,79.217,22.489,67.39,71.074,61.846,76.503,63.397,73.594,80.807,54.478,56.766,25.514,39.899,62.737,80.302,31.408,60.799,82.59,14.502,5.428,41.799,45.405,35.789,14.463,58.55,30.554,51.609,45.173,38.62,54.672,42.885,33.54,55.564,24.079,30.516,91.082,59.868,1.435,11.439,56.223,36.177,44.242,54.983,0.582,0,0.878,3.113,0.38
36629,SCUPRLCBMWKUBX-UHFFFAOYSA-N,Cc1cc(N)nc(OCC(=O)NC(CO)Cc2cccc(C#N)c2)c1,"(pose_E325_0695_08, pose_H241_0874_09)",[1*]c1cc(C)cc(N)n1.[10*]c1cc([14*])cc(C#N)c1.[1*]OCC(=O)NC(C[14*])CO,340.383,0.942,6,3,4,0.69,1,121.26,0.154,0.678,0.928,0.078,0.244,0.177,0.097,0.119,0.025,0.533,0.306,0.286,0.227,0.623,0.999,0.011,0.031,0.086,0.03,0.004,0.031,0.004,0.831,0.09,0.031,0.003,0.002,0.018,0.01,0.109,0.524,-5.231,58.681,16.149,7.484,-15.293,2.153,1.549,69.474,-3.733,-0.829,51.648,32.377,69.504,77.259,63.804,73.013,54.808,78.48,44.591,44.746,82.59,57.076,68.05,56.999,64.715,53.432,39.007,54.44,72.664,70.725,69.174,60.915,69.446,51.958,60.372,69.135,52.811,19.038,13.028,45.211,57.774,50.058,21.908,37.96,18.728,40.403,37.805,6.747,65.18,35.207,69.523,47.693,50.601,8.724,27.763,51.338,42.924,36.836,29.508,0,0.866,2.94,0.38
55412,UFSAXOUHYUBODB-UHFFFAOYSA-N,Cc1csc(C=CC(=O)NCCc2c[nH]nn2)c1,"(pose_E325_0744_011, pose_H241_0940_020)",[1*]c1cn([5*])nn1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCNC(=O)C=C[8*],262.338,1.547,4,2,4,0.803,0,70.67,0.5,0.89,0.934,0.631,0.548,0.189,0.131,0.123,0.028,0.387,0.272,0.135,0.113,0.824,1.0,0.02,0.007,0.235,0.018,0.016,0.161,0.028,0.796,0.032,0.25,0.126,0.125,0.047,0.091,0.838,0.059,-5.335,60.351,32.136,-10.114,-12.782,2.512,1.129,69.273,-2.207,-9.875,30.322,39.24,46.472,60.857,63.804,89.725,22.489,46.685,82.706,65.839,84.18,86.817,85.731,59.48,69.872,54.207,41.14,40.675,70.686,46.064,53.936,73.905,73.943,67.352,17.759,84.025,45.56,46.879,73.207,76.154,53.819,37.34,66.693,90.655,87.243,53.548,74.525,88.019,23.265,29.934,70.686,63.397,19.193,22.257,48.817,44.397,42.73,66.111,1.318,0,0.858,3.185,0.38
12655,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_023, pose_H241_0940_011)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.38
42818,ITULRBFIIAXVFJ-UHFFFAOYSA-N,NCc1ccc(CCCNC(=O)COc2c[nH]nn2)cc1,"(pose_E325_0705_021, pose_H241_0929_013)",[1*]c1ccc(CN)cc1.[10*]c1cn([14*])nn1.[1*]CCCNC(=O)CO[10*],289.339,0.391,5,3,4,0.61,0,105.92,0.538,0.826,0.898,0.257,0.315,0.076,0.062,0.184,0.059,0.388,0.239,0.211,0.135,0.331,0.999,0.004,0.007,0.038,0.024,0.011,0.087,0.004,0.378,0.128,0.077,0.008,0.037,0.009,0.006,0.713,0.175,-5.548,50.458,-17.671,-18.101,-12.692,2.659,-0.393,63.43,-1.918,-2.484,37.34,27.065,59.112,77.259,63.804,61.652,22.489,70.609,85.188,58.24,72.47,73.633,73.594,27.453,57.115,64.25,53.199,40.791,68.592,59.984,57.658,42.458,67.584,28.577,18.496,56.495,49.205,37.844,49.515,48.507,28.848,54.478,38.309,52.966,69.484,32.881,30.748,77.2,39.783,21.869,62.505,10.43,9.771,22.877,59.015,20.706,35.169,70.57,18.845,0,0.87,2.599,0.38
12388,RYLLSAPICQZKCM-ZDUSSCGKSA-L,N#Cc1cccc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_023, pose_H241_0874_014)",[1*][C@H]1C=CNCC1.[8*]c1cc([12*])cc(C#N)c1.[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],400.264,1.558,9,1,4,0.611,3,143.77,0.072,0.689,0.804,0.023,0.32,0.205,0.077,0.27,0.216,0.539,0.392,0.2,0.077,0.351,0.98,0.006,0.045,0.086,0.051,0.038,0.19,0.004,0.817,0.162,0.05,0.002,0.005,0.032,0.005,0.254,0.36,-5.365,33.605,6.218,18.579,-8.365,4.574,1.113,73.843,-1.402,2.158,65.258,39.55,86.254,36.681,63.804,61.691,75.436,83.598,26.367,45.715,51.415,43.156,73.711,63.513,61.07,72.199,74.68,55.176,76.076,58.434,44.979,43.66,36.293,36.797,70.337,69.135,61.148,70.415,78.674,45.328,56.185,58.24,30.361,30.748,30.903,48.43,28.926,29.43,55.874,28.538,47.499,35.944,65.568,62.699,99.612,44.203,48.119,77.549,55.176,1,0.901,4.883,0.38
10024,IIUQBKFQNRDLDL-LBPRGKRZSA-L,Cc1csc(COP(=O)([O-])OP(=O)([O-])OCC[C@H]2C=CNCC2)c1,"(pose_E325_0657_011, pose_H241_0940_022)",[1*][C@H]1C=CNCC1.[8*]c1sc([12*])c(C)c1[16*].[1*]CCOP(=O)([O-])OP(=O)([O-])OC[8*],395.31,2.056,9,1,4,0.631,3,119.98,0.084,0.834,0.815,0.036,0.468,0.279,0.118,0.251,0.545,0.615,0.275,0.118,0.058,0.419,0.991,0.007,0.057,0.056,0.041,0.042,0.366,0.004,0.855,0.177,0.105,0.002,0.01,0.032,0.005,0.295,0.232,-5.268,63.312,24.42,35.08,-7.569,4.759,1.399,79.1,-0.619,1.533,64.405,46.491,86.254,36.681,63.804,64.56,75.436,78.054,29.74,59.364,53.432,48.236,82.706,75.184,68.282,70.725,87.049,62.35,70.997,42.536,39.977,48.817,42.148,38.813,76.347,62.97,57.697,72.354,91.508,46.762,60.178,59.636,45.87,32.648,43.117,48.158,27.801,34.82,45.599,33.346,72.741,56.96,79.411,70.221,99.884,48.856,55.603,87.747,50.019,1,0.859,5.28,0.38
21095,UCNBABFCGXLZBL-UHFFFAOYSA-N,CC1CC(=O)N(OCCCOCCn2c(=O)[nH]c3ccccc32)N1C,"(pose_E325_0678_012, pose_H241_0941_020)",[1*]=C1C(=O)N([8*])N(C)C1C.[11*]n1c(=O)n([16*])c2ccccc21.[8*]OCCCOCC[11*],348.403,1.135,6,1,4,0.724,1,79.8,0.939,0.781,0.791,0.032,0.19,0.145,0.091,0.121,0.031,0.765,0.203,0.454,0.847,0.681,0.998,0.002,0.004,0.191,0.053,0.011,0.065,0.003,0.791,0.116,0.174,0.013,0.03,0.013,0.086,0.776,0.815,-5.18,47.71,-3.672,-1.675,-14.009,1.929,0.644,69.395,-1.902,-4.743,53.121,34.277,69.504,36.681,63.804,78.092,54.808,53.199,98.333,54.052,49.36,46.724,62.078,49.321,63.823,53.742,42.769,83.094,66.15,85.964,99.651,63.746,58.821,17.177,9.849,81.155,61.962,39.124,36.216,44.009,53.238,53.393,57.464,61.225,65.646,36.487,73.75,81.349,79.333,37.767,60.411,23.769,33.307,14.153,17.255,36.603,42.885,70.919,9.616,0,0.851,3.488,0.38
